chat_id,timestamp,duration_min,num_turns,customer_sentiment,primary_intent,resolution_status,tenure_months,product_tier,churned_30d
CHT000634,02-13-2024 10:00 AM,1,13,neutral,technical_issue,escalated,8,Premium,0
CHT000635,202407240500,8,15,neutral,refund_request,unresolved,42,Premium,0
CHT000636,2024-02-01 12:00:00,7,14,neutral,refund_request,unresolved,32,Standard,0
CHT000637,04/12/2024 20:00,8,9,satisfied,technical_issue,unresolved,1,Standard,0
CHT000638,10-21-2024 01:00 AM,34,12,frustrated,billing_query,unresolved,17,Basic,0
CHT000639,08-02-2024 12:00 PM,20,3,neutral,refund_request,escalated,32,Standard,0
CHT000640,2024-06-09 11:00:00,22,9,frustrated,refund_request,escalated,3,Basic,1
CHT000641,23/05/2024 16:00,28,9,satisfied,cancellation_request,resolved,15,Standard,0
CHT000642,202412241200,8,10,neutral,general_enquiry,escalated,11,Basic,0
CHT000643,202411250600,9,18,frustrated,technical_issue,unresolved,61,Basic,0
CHT000644,202412231100,13,19,frustrated,billing_query,resolved,1,Standard,0
CHT000645,2024-04-11 09:00:00,7,18,angry,general_enquiry,resolved,21,Basic,0
CHT000646,01-19-2024 05:00 PM,7,3,angry,general_enquiry,resolved,7,Standard,1
CHT000647,18/07/2024 23:00,23,15,angry,billing_query,unresolved,1,Basic,1
CHT000648,09-23-2024 05:00 PM,19,4,neutral,technical_issue,unresolved,21,Basic,0
CHT000649,04-19-2024 02:00 AM,2,7,neutral,cancellation_request,unresolved,1,Premium,0
CHT000650,23/09/2024 10:00,10,5,confused,cancellation_request,resolved,11,Premium,0
CHT000651,01-12-2024 12:00 AM,31,4,angry,technical_issue,unresolved,3,Basic,1
CHT000652,202405030900,22,14,satisfied,billing_query,resolved,17,Basic,0
CHT000653,2024-09-15 03:00:00,13,6,angry,cancellation_request,resolved,11,Standard,0
CHT000654,07-09-2024 08:00 AM,41,5,frustrated,cancellation_request,resolved,40,Premium,1
CHT000655,2024-03-04 01:00:00,8,9,satisfied,technical_issue,unresolved,3,Premium,0
CHT000656,2024-08-17 09:00:00,10,17,neutral,billing_query,escalated,11,Basic,0
CHT000657,20/08/2024 10:00,2,10,frustrated,cancellation_request,resolved,6,Standard,1
CHT000658,24/10/2024 18:00,12,18,confused,technical_issue,resolved,38,Premium,0
CHT000659,06-28-2024 09:00 AM,54,19,angry,technical_issue,resolved,32,Premium,0
CHT000660,07/12/2024 22:00,12,3,angry,refund_request,unresolved,6,Premium,0
CHT000661,12/07/2024 16:00,14,18,neutral,cancellation_request,unresolved,57,Premium,0
CHT000662,23/02/2024 10:00,10,13,frustrated,refund_request,,29,Premium,0
CHT000663,2024-07-03 14:00:00,17,5,satisfied,technical_issue,unresolved,31,Basic,0
CHT000664,202403162200,7,5,neutral,billing_query,escalated,6,Standard,0
CHT000665,2024-07-29 02:00:00,50,12,satisfied,cancellation_request,unresolved,39,Basic,1
CHT000666,01/02/2024 13:00,29,2,,cancellation_request,unresolved,11,Premium,0
CHT000667,202408310600,21,19,confused,refund_request,resolved,8,Standard,0
CHT000668,202402091100,31,5,confused,cancellation_request,escalated,4,Basic,0
CHT000669,202410281700,11,18,angry,refund_request,resolved,63,Basic,0
CHT000670,202405151800,7,19,neutral,cancellation_request,resolved,61,Basic,1
CHT000671,202411211300,16,6,frustrated,cancellation_request,unresolved,12,Premium,0
CHT000672,202412181500,31,18,neutral,billing_query,resolved,70,Basic,0
CHT000673,24/03/2024 04:00,9,17,neutral,general_enquiry,resolved,35,Basic,0
CHT000674,202409052200,9,13,angry,billing_query,unresolved,1,Standard,1
CHT000675,2024-03-07 22:00:00,13,8,frustrated,refund_request,resolved,24,Premium,1
CHT000676,202412210600,2,18,frustrated,technical_issue,resolved,41,Premium,0
CHT000677,30/08/2024 01:00,5,13,neutral,general_enquiry,resolved,11,Premium,0
CHT000678,2024-10-13 11:00:00,7,10,frustrated,technical_issue,resolved,29,Premium,0
CHT000679,2024-11-04 13:00:00,31,1,neutral,general_enquiry,unresolved,3,Basic,0
CHT000680,03-02-2024 11:00 AM,16,14,frustrated,refund_request,unresolved,47,Standard,1
CHT000681,21/01/2024 16:00,5,10,confused,cancellation_request,resolved,33,Basic,0
CHT000682,03-01-2024 11:00 AM,15,13,neutral,general_enquiry,resolved,4,Basic,0
CHT000683,07-10-2024 09:00 AM,13,10,satisfied,cancellation_request,resolved,1,Standard,0
CHT000684,05/09/2024 00:00,8,7,angry,technical_issue,resolved,10,Basic,0
CHT000685,202403131800,7,17,neutral,refund_request,resolved,15,Standard,0
CHT000686,01-25-2024 09:00 AM,80,14,neutral,technical_issue,resolved,7,Premium,0
CHT000687,202404200500,2,4,satisfied,cancellation_request,resolved,6,Premium,0
CHT000688,01-02-2024 03:00 AM,7,7,frustrated,general_enquiry,resolved,1,Basic,0
CHT000689,202402040100,23,11,angry,technical_issue,resolved,1,Basic,0
CHT000690,09-03-2024 06:00 PM,6,5,satisfied,technical_issue,escalated,2,Premium,0
CHT000691,10-16-2024 02:00 PM,7,16,confused,technical_issue,resolved,25,Basic,0
CHT000692,12/07/2024 15:00,4,9,satisfied,refund_request,resolved,42,Standard,0
CHT000693,202403111600,14,3,neutral,technical_issue,,2,Basic,0
CHT000694,202408182100,16,19,angry,refund_request,resolved,22,Premium,0
CHT000695,03-17-2024 11:00 PM,5,17,frustrated,cancellation_request,escalated,5,Basic,0
CHT000696,202402151900,38,7,frustrated,general_enquiry,resolved,2,Standard,0
CHT000697,202407170700,5,9,confused,general_enquiry,escalated,9,Premium,0
CHT000698,2024-06-22 17:00:00,17,10,frustrated,technical_issue,resolved,25,Basic,0
CHT000699,12-09-2024 02:00 PM,4,12,frustrated,refund_request,escalated,14,Standard,0
CHT000700,26/11/2024 02:00,18,16,confused,billing_query,resolved,2,Basic,0
CHT000701,12-28-2024 12:00 AM,18,9,neutral,technical_issue,escalated,2,Standard,0
CHT000702,2024-10-14 20:00:00,6,18,satisfied,refund_request,unresolved,6,Standard,0
CHT000703,2024-11-25 17:00:00,16,18,satisfied,billing_query,resolved,19,Standard,0
CHT000704,2024-04-08 19:00:00,16,3,neutral,cancellation_request,resolved,6,Standard,0
CHT000705,18/10/2024 16:00,10,1,frustrated,refund_request,unresolved,2,Standard,0
CHT000706,2024-08-31 16:00:00,23,16,frustrated,refund_request,resolved,16,Premium,0
CHT000707,02/03/2024 21:00,5,7,neutral,refund_request,unresolved,79,Basic,0
CHT000708,10/01/2024 08:00,32,9,confused,billing_query,unresolved,24,Premium,0
CHT000709,202405052200,18,3,neutral,technical_issue,resolved,13,Premium,0
CHT000710,02-13-2024 05:00 PM,4,10,angry,refund_request,unresolved,2,Premium,1
CHT000711,2024-07-24 18:00:00,19,12,angry,cancellation_request,escalated,47,Premium,0
CHT000712,09-08-2024 12:00 AM,10,5,neutral,billing_query,escalated,16,Standard,0
CHT000713,202408110500,7,3,frustrated,general_enquiry,,1,Standard,0
CHT000714,01-13-2024 04:00 PM,22,13,satisfied,billing_query,unresolved,4,Premium,0
CHT000715,2024-07-14 08:00:00,28,14,satisfied,cancellation_request,resolved,4,Basic,0
CHT000716,28/02/2024 03:00,1,9,neutral,technical_issue,resolved,12,Premium,0
CHT000717,26/05/2024 04:00,11,2,neutral,refund_request,unresolved,1,Basic,0
CHT000718,10/05/2024 02:00,10,14,frustrated,cancellation_request,resolved,5,Standard,0
CHT000719,06/06/2024 13:00,7,18,neutral,technical_issue,resolved,6,Premium,0
CHT000720,01-31-2024 07:00 PM,14,18,neutral,refund_request,unresolved,1,Standard,0
CHT000721,2024-04-02 00:00:00,28,1,frustrated,technical_issue,escalated,76,Standard,0
CHT000722,2024-06-01 12:00:00,4,6,frustrated,billing_query,resolved,23,Standard,0
CHT000723,202406120400,6,15,neutral,billing_query,resolved,20,Premium,0
CHT000724,202406140800,6,18,neutral,billing_query,unresolved,18,Basic,0
CHT000725,02/03/2024 01:00,19,10,frustrated,technical_issue,unresolved,43,Basic,0
CHT000726,02/05/2024 19:00,7,1,neutral,general_enquiry,escalated,21,Basic,0
CHT000727,202409091600,22,4,neutral,billing_query,resolved,20,Standard,0
CHT000728,2024-02-28 08:00:00,25,10,neutral,cancellation_request,unresolved,3,Premium,0
CHT000729,202406111400,10,17,satisfied,refund_request,unresolved,18,Premium,0
CHT000730,2024-02-03 15:00:00,14,14,angry,refund_request,resolved,7,Standard,0
CHT000731,27/07/2024 20:00,10,8,neutral,technical_issue,resolved,63,Basic,0
CHT000732,2024-01-10 08:00:00,62,3,angry,cancellation_request,unresolved,22,Standard,0
CHT000733,06/05/2024 17:00,5,10,frustrated,billing_query,unresolved,1,Premium,0
CHT000734,202406041800,3,9,frustrated,billing_query,resolved,3,Basic,0
CHT000735,16/08/2024 02:00,1,5,frustrated,technical_issue,escalated,10,Basic,0
CHT000736,13/03/2024 11:00,14,11,satisfied,billing_query,unresolved,1,Standard,0
CHT000737,202405051700,14,15,angry,billing_query,resolved,15,Standard,0
CHT000738,2024-10-11 14:00:00,4,14,confused,technical_issue,resolved,11,Basic,0
CHT000739,01-01-2024 02:00 PM,6,5,neutral,cancellation_request,escalated,1,Premium,0
CHT000740,2024-11-30 05:00:00,26,12,neutral,technical_issue,resolved,15,Basic,0
CHT000741,01-31-2024 03:00 PM,23,11,neutral,technical_issue,resolved,20,Premium,1
CHT000742,202411020800,10,6,neutral,refund_request,resolved,27,Standard,0
CHT000743,28/06/2024 20:00,8,2,neutral,refund_request,escalated,30,Premium,0
CHT000744,10-26-2024 04:00 PM,8,6,satisfied,billing_query,resolved,17,Standard,0
CHT000745,2024-01-24 05:00:00,16,9,satisfied,billing_query,resolved,8,Standard,0
CHT000746,202406020200,16,10,frustrated,general_enquiry,,1,Standard,0
CHT000747,23/12/2024 03:00,22,11,neutral,technical_issue,escalated,23,Standard,0
CHT000748,202410110800,20,9,angry,billing_query,resolved,5,Premium,1
CHT000749,04-17-2024 07:00 PM,6,10,satisfied,technical_issue,resolved,11,Basic,0
CHT000750,12-15-2024 10:00 AM,13,2,satisfied,refund_request,unresolved,26,Basic,0
CHT000751,12-28-2024 02:00 PM,17,7,frustrated,general_enquiry,resolved,14,Standard,0
CHT000752,05-05-2024 09:00 PM,7,11,neutral,refund_request,resolved,43,Standard,0
CHT000753,202406230600,12,7,,technical_issue,unresolved,84,Premium,0
CHT000754,2024-11-02 10:00:00,7,10,angry,general_enquiry,resolved,2,Premium,1
CHT000755,2024-12-20 04:00:00,6,1,frustrated,billing_query,resolved,18,Standard,0
CHT000756,2024-11-07 15:00:00,4,2,satisfied,technical_issue,unresolved,1,Basic,0
CHT000757,05/01/2024 21:00,4,13,,technical_issue,resolved,1,Standard,0
CHT000758,202407301700,8,14,neutral,cancellation_request,resolved,9,Standard,0
CHT000759,2024-07-20 17:00:00,7,16,frustrated,billing_query,resolved,16,Basic,0
CHT000760,2024-11-28 20:00:00,24,15,neutral,cancellation_request,resolved,63,Basic,1
CHT000761,202410020000,6,7,satisfied,cancellation_request,unresolved,25,Standard,0
CHT000762,12-10-2024 03:00 AM,10,11,neutral,cancellation_request,resolved,8,Premium,0
CHT000763,07-11-2024 07:00 PM,14,2,,billing_query,resolved,4,Standard,0
CHT000764,2024-07-17 05:00:00,6,7,neutral,refund_request,resolved,13,Basic,0
CHT000765,03-04-2024 02:00 PM,8,4,neutral,general_enquiry,unresolved,31,Basic,0
CHT000766,2024-04-08 14:00:00,1,3,angry,technical_issue,unresolved,1,Premium,0
CHT000767,2024-04-23 23:00:00,28,5,frustrated,technical_issue,resolved,6,Premium,1
CHT000768,05-23-2024 09:00 PM,15,12,angry,general_enquiry,resolved,4,Basic,0
CHT000769,04-08-2024 02:00 AM,114,16,angry,billing_query,resolved,17,Basic,1
CHT000770,202404230700,10,11,neutral,cancellation_request,resolved,11,Standard,0
CHT000771,07-04-2024 01:00 AM,20,1,satisfied,refund_request,unresolved,14,Basic,0
CHT000772,09/09/2024 22:00,26,7,neutral,billing_query,resolved,9,Basic,0
CHT000773,202401040600,14,9,satisfied,refund_request,escalated,10,Standard,0
CHT000774,202402260800,3,3,satisfied,refund_request,escalated,13,Standard,0
CHT000775,28/03/2024 17:00,67,6,,refund_request,resolved,17,Standard,1
CHT000776,03/12/2024 23:00,10,6,angry,technical_issue,resolved,13,Standard,0
CHT000777,03/02/2024 18:00,9,13,confused,technical_issue,unresolved,21,Premium,0
CHT000778,02-03-2024 04:00 AM,13,11,neutral,general_enquiry,escalated,1,Basic,0
CHT000779,10-18-2024 07:00 AM,46,17,frustrated,technical_issue,escalated,11,Basic,0
CHT000780,2024-04-08 21:00:00,24,6,satisfied,billing_query,resolved,11,Standard,0
CHT000781,12-20-2024 09:00 PM,25,11,frustrated,technical_issue,resolved,1,Standard,0
CHT000782,202412141700,10,11,frustrated,technical_issue,unresolved,14,Basic,0
CHT000783,2024-01-02 13:00:00,40,18,neutral,general_enquiry,unresolved,38,Premium,0
CHT000784,202406141300,10,15,satisfied,technical_issue,resolved,25,Standard,0
CHT000785,202405200300,4,12,neutral,refund_request,resolved,4,Premium,0
CHT000786,2024-09-10 11:00:00,11,3,frustrated,billing_query,unresolved,1,Basic,1
CHT000787,04-24-2024 01:00 AM,12,13,neutral,cancellation_request,escalated,42,Standard,0
CHT000788,202408031700,5,15,frustrated,technical_issue,resolved,48,Basic,0
CHT000789,202406100000,7,18,confused,technical_issue,unresolved,2,Standard,0
CHT000790,2024-04-09 10:00:00,6,17,neutral,refund_request,escalated,29,Premium,0
CHT000791,19/10/2024 00:00,33,10,neutral,cancellation_request,resolved,1,Premium,0
CHT000792,2024-12-19 13:00:00,8,11,angry,general_enquiry,resolved,13,Premium,0
CHT000793,07/05/2024 06:00,20,9,neutral,technical_issue,resolved,15,Premium,0
CHT000794,2024-06-17 09:00:00,22,7,frustrated,billing_query,unresolved,16,Standard,0
CHT000795,2024-11-16 20:00:00,25,9,frustrated,technical_issue,resolved,44,Basic,0
CHT000796,202401151500,20,4,neutral,refund_request,unresolved,29,Premium,0
CHT000797,01-13-2024 06:00 PM,15,11,angry,refund_request,resolved,9,Basic,0
CHT000798,2024-05-08 07:00:00,1,18,neutral,cancellation_request,escalated,12,Basic,1
CHT000799,08-30-2024 07:00 AM,2,14,,refund_request,escalated,17,Premium,1
CHT000800,28/01/2024 10:00,6,12,frustrated,billing_query,resolved,39,Basic,1
CHT000801,202402071900,7,2,neutral,technical_issue,escalated,2,Standard,0
CHT000802,202402182000,7,14,frustrated,cancellation_request,escalated,3,Basic,1
CHT000803,2024-10-23 03:00:00,13,3,confused,technical_issue,escalated,2,Basic,0
CHT000804,202402010100,13,2,frustrated,cancellation_request,resolved,3,Basic,1
CHT000805,2024-06-09 22:00:00,3,8,satisfied,technical_issue,resolved,22,Basic,0
CHT000806,202403060100,23,16,frustrated,cancellation_request,resolved,9,Premium,1
CHT000807,202401290900,15,7,frustrated,technical_issue,unresolved,20,Premium,1
CHT000808,2024-02-03 03:00:00,9,18,frustrated,refund_request,resolved,8,Basic,1
CHT000809,10-13-2024 01:00 AM,12,4,,cancellation_request,unresolved,26,Standard,1
CHT000810,2024-07-14 12:00:00,31,17,confused,general_enquiry,resolved,20,Basic,0
CHT000811,12/11/2024 13:00,13,12,frustrated,cancellation_request,resolved,1,Basic,0
CHT000812,2024-11-02 21:00:00,19,18,satisfied,billing_query,unresolved,5,Basic,0
CHT000813,202408201200,4,5,frustrated,technical_issue,resolved,10,Basic,0
CHT000814,2024-08-07 19:00:00,11,11,satisfied,technical_issue,resolved,17,Standard,0
CHT000815,2024-06-22 20:00:00,8,3,angry,billing_query,resolved,15,Premium,1
CHT000816,08-20-2024 04:00 PM,7,8,frustrated,general_enquiry,resolved,9,Standard,0
CHT000817,2024-10-27 06:00:00,10,4,frustrated,cancellation_request,resolved,2,Premium,1
CHT000818,2024-02-22 00:00:00,15,13,frustrated,refund_request,escalated,11,Basic,0
CHT000819,30/10/2024 06:00,14,12,neutral,cancellation_request,resolved,69,Standard,0
CHT000820,11-22-2024 04:00 PM,15,7,neutral,general_enquiry,unresolved,8,Basic,0
CHT000821,202406301300,1,9,,cancellation_request,resolved,42,Basic,0
CHT000822,13/11/2024 14:00,15,14,frustrated,billing_query,resolved,11,Basic,1
CHT000823,2024-05-04 04:00:00,19,2,satisfied,billing_query,resolved,1,Basic,0
CHT000824,01-31-2024 04:00 AM,4,6,confused,technical_issue,resolved,29,Standard,0
CHT000825,10-26-2024 01:00 PM,19,6,confused,cancellation_request,resolved,10,Basic,0
CHT000826,08/06/2024 18:00,28,19,angry,refund_request,escalated,46,Standard,0
CHT000827,03-16-2024 03:00 PM,13,17,frustrated,general_enquiry,unresolved,20,Standard,1
CHT000828,11-04-2024 10:00 AM,10,11,frustrated,refund_request,resolved,49,Basic,0
CHT000829,07/07/2024 00:00,12,6,satisfied,billing_query,resolved,34,Basic,0
CHT000830,2024-01-30 07:00:00,5,8,angry,refund_request,resolved,2,Standard,1
CHT000831,04/08/2024 11:00,8,17,neutral,technical_issue,resolved,30,Basic,0
CHT000832,12/04/2024 20:00,15,16,neutral,general_enquiry,escalated,19,Standard,0
CHT000833,05/02/2024 10:00,37,18,neutral,refund_request,unresolved,4,Premium,0
CHT000834,202412071500,23,18,frustrated,refund_request,resolved,28,Basic,0
CHT000835,11-03-2024 10:00 PM,2,7,neutral,general_enquiry,resolved,7,Basic,0
CHT000836,10-23-2024 06:00 PM,5,17,neutral,cancellation_request,unresolved,1,Premium,1
CHT000837,202411110900,7,8,satisfied,technical_issue,resolved,2,Basic,1
CHT000838,2024-06-17 05:00:00,17,4,angry,refund_request,resolved,6,Standard,0
CHT000839,202408200100,12,19,angry,billing_query,resolved,7,Basic,1
CHT000840,22/04/2024 00:00,119,9,frustrated,refund_request,escalated,18,Standard,0
CHT000841,202412200700,20,4,satisfied,general_enquiry,unresolved,15,Basic,0
CHT000842,15/11/2024 06:00,17,7,frustrated,refund_request,resolved,38,Premium,0
CHT000843,09-03-2024 11:00 PM,19,7,angry,cancellation_request,escalated,9,Standard,1
CHT000844,202407110600,14,3,neutral,general_enquiry,resolved,15,Basic,0
CHT000845,04-04-2024 12:00 AM,31,13,neutral,refund_request,resolved,25,Standard,0
CHT000846,01-06-2024 02:00 AM,10,11,angry,cancellation_request,resolved,41,Premium,0
CHT000847,2024-01-16 17:00:00,4,9,angry,cancellation_request,resolved,5,Premium,0
CHT000848,202403130900,17,16,confused,refund_request,resolved,57,Premium,0
CHT000849,04-09-2024 08:00 PM,28,2,satisfied,technical_issue,resolved,23,Basic,0
CHT000850,23/01/2024 00:00,13,2,satisfied,technical_issue,unresolved,15,Premium,0
CHT000851,11/04/2024 09:00,9,10,neutral,general_enquiry,resolved,12,Basic,0
CHT000852,22/04/2024 08:00,96,10,confused,technical_issue,resolved,29,Standard,0
CHT000853,22/06/2024 17:00,4,15,,general_enquiry,resolved,9,Standard,0
CHT000854,2024-04-01 06:00:00,12,10,satisfied,technical_issue,resolved,1,Premium,0
CHT000855,2024-03-31 08:00:00,21,19,angry,refund_request,resolved,6,Premium,0
CHT000856,11/01/2024 21:00,11,13,neutral,cancellation_request,unresolved,6,Standard,0
CHT000857,2024-07-13 20:00:00,13,10,angry,billing_query,resolved,7,Basic,0
CHT000858,06-22-2024 06:00 AM,9,6,angry,refund_request,escalated,3,Standard,0
CHT000859,08-21-2024 07:00 AM,19,2,frustrated,refund_request,resolved,1,Premium,0
CHT000860,09/07/2024 21:00,14,1,neutral,refund_request,escalated,14,Standard,0
CHT000861,202409261900,16,11,confused,general_enquiry,unresolved,28,Basic,0
CHT000862,2024-12-30 02:00:00,7,18,frustrated,billing_query,resolved,11,Standard,0
CHT000863,14/03/2024 04:00,17,13,neutral,technical_issue,resolved,2,Standard,0
CHT000864,202404081700,3,19,angry,general_enquiry,unresolved,1,Standard,1
CHT000865,12-21-2024 11:00 AM,19,9,neutral,cancellation_request,resolved,1,Standard,1
CHT000866,02/11/2024 13:00,99,11,satisfied,technical_issue,unresolved,40,Standard,0
CHT000867,24/01/2024 19:00,17,13,angry,technical_issue,escalated,22,Standard,0
CHT000868,01/10/2024 09:00,11,5,frustrated,general_enquiry,escalated,3,Standard,0
CHT000869,2024-06-16 07:00:00,19,18,frustrated,refund_request,unresolved,6,Standard,0
CHT000870,18/11/2024 08:00,12,18,satisfied,billing_query,escalated,17,Standard,0
CHT000871,202409171800,46,11,neutral,technical_issue,unresolved,4,Premium,0
CHT000872,2024-04-17 23:00:00,32,7,neutral,billing_query,escalated,3,Premium,0
CHT000873,2024-08-28 21:00:00,10,15,,general_enquiry,escalated,9,Standard,0
CHT000874,202403261600,5,10,confused,technical_issue,resolved,78,Premium,0
CHT000875,11-26-2024 04:00 PM,14,12,frustrated,general_enquiry,resolved,7,Basic,0
CHT000876,202409121600,14,18,satisfied,general_enquiry,resolved,8,Standard,0
CHT000877,04-01-2024 10:00 AM,16,2,satisfied,refund_request,resolved,1,Basic,0
CHT000878,202409262200,29,7,angry,refund_request,escalated,11,Premium,0
CHT000879,09-10-2024 03:00 PM,52,6,neutral,cancellation_request,resolved,25,Basic,1
CHT000880,2024-10-24 12:00:00,9,12,angry,technical_issue,resolved,11,Basic,1
CHT000881,16/04/2024 07:00,4,4,frustrated,technical_issue,resolved,50,Standard,0
CHT000882,202408190700,5,8,satisfied,general_enquiry,unresolved,22,Basic,0
CHT000883,202404210900,7,6,frustrated,technical_issue,unresolved,11,Basic,0
CHT000884,12/07/2024 18:00,28,15,satisfied,general_enquiry,resolved,8,Standard,0
CHT000885,2024-07-10 08:00:00,2,2,satisfied,refund_request,unresolved,20,Premium,0
CHT000886,03-09-2024 02:00 AM,13,11,neutral,technical_issue,resolved,1,Standard,0
CHT000887,08-15-2024 04:00 PM,4,19,satisfied,technical_issue,resolved,53,Standard,0
CHT000888,2024-04-27 18:00:00,10,14,confused,billing_query,resolved,16,Premium,0
CHT000889,08-26-2024 04:00 PM,8,16,confused,billing_query,resolved,22,Premium,0
CHT000890,202408061400,3,1,neutral,cancellation_request,resolved,51,Premium,1
CHT000891,08-09-2024 01:00 PM,19,19,frustrated,technical_issue,resolved,26,Standard,0
CHT000892,09-11-2024 10:00 AM,5,12,satisfied,general_enquiry,resolved,1,Premium,0
CHT000893,14/07/2024 00:00,15,10,neutral,technical_issue,unresolved,9,Premium,0
CHT000894,08-14-2024 07:00 AM,54,7,frustrated,billing_query,unresolved,2,Basic,1
CHT000895,11-26-2024 02:00 AM,5,16,frustrated,billing_query,resolved,7,Standard,0
CHT000896,2024-02-12 09:00:00,19,10,neutral,technical_issue,resolved,48,Standard,0
CHT000897,2024-05-21 07:00:00,6,1,confused,cancellation_request,resolved,6,Standard,1
CHT000898,03-01-2024 02:00 AM,3,7,neutral,billing_query,escalated,2,Standard,0
CHT000899,20/01/2024 17:00,44,8,frustrated,technical_issue,resolved,55,Basic,1
CHT000900,06-19-2024 06:00 AM,14,5,neutral,refund_request,resolved,4,Standard,0
CHT000901,05-08-2024 09:00 AM,16,13,frustrated,billing_query,escalated,14,Basic,0
CHT000902,07/04/2024 22:00,3,4,,billing_query,resolved,3,Standard,0
CHT000903,2024-10-05 08:00:00,6,9,neutral,technical_issue,resolved,24,Basic,0
CHT000904,06-02-2024 09:00 AM,8,13,confused,billing_query,,7,Premium,0
CHT000905,2024-07-25 12:00:00,11,11,frustrated,technical_issue,unresolved,15,Standard,0
CHT000906,29/08/2024 20:00,24,15,satisfied,refund_request,unresolved,17,Premium,0
CHT000907,22/07/2024 07:00,17,4,frustrated,general_enquiry,escalated,4,Standard,0
CHT000908,17/04/2024 15:00,8,19,frustrated,billing_query,resolved,13,Basic,0
CHT000909,202409211800,6,18,neutral,cancellation_request,unresolved,23,Standard,0
CHT000910,2024-08-24 10:00:00,8,12,angry,technical_issue,resolved,17,Premium,0
CHT000911,202406090600,10,1,satisfied,technical_issue,unresolved,9,Premium,0
CHT000912,23/12/2024 13:00,8,18,satisfied,general_enquiry,unresolved,2,Basic,1
CHT000913,2024-08-12 14:00:00,10,18,frustrated,general_enquiry,escalated,53,Standard,0
CHT000914,10/07/2024 04:00,30,8,angry,cancellation_request,unresolved,40,Standard,1
CHT000915,2024-06-05 23:00:00,7,13,neutral,billing_query,escalated,22,Standard,0
CHT000916,09-12-2024 09:00 PM,6,12,frustrated,cancellation_request,escalated,25,Basic,1
CHT000917,202406220700,16,11,frustrated,refund_request,resolved,38,Basic,1
CHT000918,202408052100,6,3,angry,cancellation_request,,19,Standard,1
CHT000919,12-19-2024 05:00 PM,10,19,neutral,refund_request,unresolved,20,Premium,0
CHT000920,2024-06-15 18:00:00,4,18,angry,refund_request,escalated,4,Basic,0
CHT000921,17/10/2024 01:00,13,17,neutral,cancellation_request,unresolved,21,Basic,0
CHT000922,202403191000,9,6,satisfied,refund_request,resolved,32,Standard,0
CHT000923,202407140600,5,19,confused,billing_query,escalated,47,Standard,0
CHT000924,202402021700,7,10,satisfied,technical_issue,unresolved,16,Standard,0
CHT000925,2024-04-06 15:00:00,9,10,satisfied,cancellation_request,resolved,26,Premium,0
CHT000926,202406171800,54,5,satisfied,refund_request,escalated,8,Premium,0
CHT000927,2024-11-23 09:00:00,8,15,neutral,cancellation_request,,23,Premium,0
CHT000928,28/03/2024 03:00,53,8,confused,general_enquiry,unresolved,28,Basic,0
CHT000929,202401172200,15,16,neutral,technical_issue,resolved,7,Standard,0
CHT000930,14/01/2024 05:00,4,17,frustrated,billing_query,resolved,1,Standard,1
CHT000931,02-05-2024 12:00 PM,14,7,frustrated,billing_query,unresolved,6,Premium,0
CHT000932,04-15-2024 07:00 AM,15,18,,technical_issue,unresolved,28,Standard,0
CHT000933,2024-12-03 16:00:00,30,4,confused,cancellation_request,unresolved,45,Standard,1
CHT000934,08-20-2024 01:00 AM,9,15,frustrated,technical_issue,unresolved,6,Standard,0
CHT000935,22/09/2024 00:00,28,6,frustrated,general_enquiry,escalated,50,Basic,0
CHT000936,202406161300,26,7,frustrated,refund_request,resolved,12,Premium,1
CHT000937,21/03/2024 03:00,4,1,frustrated,technical_issue,escalated,84,Standard,1
CHT000938,202410011300,5,9,frustrated,refund_request,resolved,16,Basic,0
CHT000939,05/02/2024 12:00,3,10,neutral,cancellation_request,resolved,3,Standard,0
CHT000940,03-07-2024 06:00 AM,25,3,neutral,refund_request,unresolved,24,Basic,0
CHT000941,202408092200,4,10,neutral,general_enquiry,resolved,7,Standard,0
CHT000942,03-22-2024 07:00 PM,30,13,angry,technical_issue,unresolved,16,Premium,0
CHT000943,202410270600,36,8,satisfied,general_enquiry,unresolved,5,Premium,0
CHT000944,2024-05-21 06:00:00,68,19,frustrated,refund_request,resolved,23,Premium,0
CHT000945,2024-03-14 14:00:00,20,15,angry,technical_issue,resolved,1,Basic,0
CHT000946,23/07/2024 19:00,22,15,satisfied,general_enquiry,escalated,14,Premium,0
CHT000947,202409261000,11,14,angry,technical_issue,resolved,1,Standard,0
CHT000948,2024-08-23 14:00:00,3,11,satisfied,technical_issue,unresolved,43,Premium,1
CHT000949,202402160900,4,5,neutral,technical_issue,resolved,3,Standard,0
CHT000950,06-26-2024 10:00 PM,7,19,frustrated,refund_request,resolved,8,Premium,0
CHT000951,19/07/2024 19:00,19,4,confused,general_enquiry,resolved,5,Premium,0
CHT000952,31/07/2024 07:00,8,10,angry,technical_issue,resolved,22,Basic,0
CHT000953,202411122300,7,3,frustrated,general_enquiry,unresolved,1,Basic,1
CHT000954,22/08/2024 12:00,49,17,neutral,billing_query,resolved,3,Premium,0
CHT000955,2024-12-23 18:00:00,6,13,frustrated,billing_query,resolved,18,Standard,0
CHT000956,2024-07-20 22:00:00,4,7,satisfied,technical_issue,unresolved,4,Premium,1
CHT000957,05-02-2024 05:00 AM,26,7,satisfied,cancellation_request,unresolved,21,Premium,0
